iter	Logloss
196	0.08560963912
197	0.08525641486
198	0.0851125502
199	0.08488648499
200	0.08464345106
201	0.08443760555
202	0.08417327836
203	0.08395091474
204	0.08368760935
205	0.08354283392
206	0.08342916593
207	0.08326085716
208	0.08299160446
209	0.08280653259
210	0.08263988495
211	0.08238076651
212	0.08228285351
213	0.08215470313
214	0.08203170923
215	0.08184597507
216	0.08168188059
217	0.08157638393
218	0.08128338285
219	0.08119956711
220	0.08102984253
221	0.08076899703
222	0.08052948339
223	0.0803872558
224	0.08019600716
225	0.08001137515
226	0.07980522082
227	0.07960593481
228	0.0794127273
229	0.0791924687
230	0.07912239979
231	0.07901483881
232	0.07876897201
233	0.07857260728
234	0.07837745083
235	0.07829721467
236	0.0781246013
237	0.07806819288
238	0.07791725176
239	0.07780829081
240	0.07773584813
241	0.07751544484
242	0.07732812715
243	0.07712266763
244	0.0769652349
245	0.07673494213
246	0.07659675395
247	0.07640571947
248	0.07615854726
249	0.07598009321
250	0.07581191621
251	0.07558192158
252	0.07546253886
253	0.07535090373
254	0.07521405086
255	0.07497224883
256	0.07475609777
257	0.07465633036
258	0.07444049014
259	0.07421787117
260	0.07409027792
261	0.07391575477
262	0.07380925512
263	0.07372720191
264	0.07347694088
265	0.07333428879
266	0.0732488954
267	0.07306785076
268	0.07288316286
269	0.07271715193
270	0.0725473478
271	0.07243766208
272	0.07227504358
273	0.07213740501
274	0.07206383028
275	0.07193348328
276	0.07174391548
277	0.07151423595
278	0.0714088243
279	0.07124618728
280	0.07109689637
281	0.07105392185
282	0.07093230465
283	0.07075041746
284	0.07055785663
285	0.07041812946
286	0.07019512043
287	0.07012709145
288	0.06998670102
289	0.06968488292
290	0.06962224931
291	0.06950290978
292	0.06940694281
293	0.06928924372
294	0.06912977961
295	0.06898261777
296	0.06879590118
297	0.06863400114
298	0.06848970837
299	0.06841584805
300	0.0683131505
301	0.06819553577
302	0.06811745093
303	0.06798874369
304	0.06796334755
305	0.06785841554
306	0.06767438984
307	0.06754508486
308	0.0674108691
309	0.06727544101
310	0.06715244043
311	0.06697030921
312	0.06680356514
313	0.06668827039
314	0.06660496619
315	0.06652235481
316	0.06636663092
317	0.06622434135
318	0.06610516386
319	0.06587657088
320	0.06578561672
321	0.06567324564
322	0.06558648297
323	0.06538789213
324	0.06530384536
325	0.0652024083
326	0.06505837325
327	0.0649126242
328	0.06475895043
329	0.06462613968
330	0.06453390454
331	0.06446443374
332	0.06433561812
333	0.06425090322
334	0.06412187086
335	0.06400039192
336	0.06385126384
337	0.06368030351
338	0.06358660493
339	0.06348851346
340	0.06340829959
341	0.06328623337
342	0.0631045736
343	0.06297839863
344	0.06288955774
345	0.06276722303
346	0.06267824122
347	0.06258573843
348	0.06241933825
349	0.06232241858
350	0.06222981313
351	0.06215886753
352	0.0620516495
353	0.06196755046
354	0.06179114076
355	0.06169003395
356	0.06155533562
357	0.06143838656
358	0.06126422985
359	0.06117819819
360	0.06102839981
361	0.0609541868
362	0.0608753821
363	0.06077437098
364	0.06068774493
365	0.06055173227
366	0.06046629017
367	0.06038268648
368	0.06031554883
369	0.06019912361
370	0.0600999924
371	0.05999895382
372	0.05989144429
373	0.05977842076
374	0.05966038738
375	0.05952004327
376	0.0593982945
377	0.05922395962
378	0.05913340036
379	0.05907345688
380	0.05892580117
381	0.05885419558
382	0.05873623307
383	0.05862954553
384	0.05857403713
385	0.05847757379
386	0.05838760065
387	0.0583188139
388	0.05826407402
389	0.05806186523
390	0.05798929093
391	0.05791424493
392	0.05784426257
393	0.05771174828
394	0.05763386288
395	0.0575517429
396	0.05744554944
397	0.05739510893
398	0.05728834923
399	0.05722060485
400	0.05712292696
401	0.05693388734
402	0.05682406335
403	0.05672111638
404	0.0566219828
405	0.05654204554
406	0.05643481631
407	0.05628235873
408	0.05616241807
409	0.05609471676
410	0.05595114637
411	0.05589618467
412	0.05576727292
413	0.05572215598
414	0.05559811971
415	0.05549519686
416	0.05541486239
417	0.05529238763
418	0.05518570053
419	0.05510346647
420	0.05499142169
421	0.05488293627
422	0.05482533837
423	0.05476456966
424	0.05464900326
425	0.05460195599
426	0.05452363869
427	0.05443759063
428	0.0543646519
429	0.05432701746
430	0.05424218772
431	0.05419080182
432	0.05410264282
433	0.05403018281
434	0.0539242546
435	0.05382247861
436	0.05374334905
437	0.05363488074
438	0.05361171608
439	0.05352630367
440	0.05342729438
441	0.05337061591
442	0.05332132126
443	0.0532289342
444	0.05315549501
445	0.05309151162
446	0.05300843093
447	0.05295079172
448	0.05286234795
449	0.05280735426
450	0.05270424567
451	0.05261989016
452	0.0525671337
453	0.05249435871
454	0.05241199441
455	0.05229525647
456	0.05223861971
457	0.05217787463
458	0.05207640959
459	0.05201089331
460	0.05197067401
461	0.05191936866
462	0.05179854735
463	0.05172808421
464	0.05165642817
465	0.0515697753
466	0.0514713466
467	0.05140395062
468	0.05132326861
469	0.05123407737
470	0.0511393636
471	0.05105852975
472	0.05100738854
473	0.05092638082
474	0.0508426294
475	0.05075919102
476	0.05068251467
477	0.05058233813
478	0.05050367363
479	0.05047575444
480	0.0503777535
481	0.05033757055
482	0.05027226958
483	0.05020854895
484	0.05017392275
485	0.05016001832
486	0.05002767781
487	0.0499581987
488	0.04989214055
489	0.04983684681
490	0.04972902461
491	0.04971594833
492	0.04964225396
493	0.04959156574
494	0.04952907784
495	0.04943894484
496	0.04932992208
497	0.04928286755
498	0.04921231641
499	0.04915381844
500	0.04904330994
501	0.04896925967
502	0.0488781502
503	0.04881706943
504	0.04876212746
505	0.04872786918
506	0.04869595486
507	0.04856816002
508	0.04848350782
509	0.04838954766
510	0.04831782704
511	0.04826776963
512	0.04820191805
513	0.04811804425
514	0.04806318778
515	0.04802331652
516	0.04796986936
517	0.04789951572
518	0.04785685393
519	0.04780135055
520	0.04777082799
521	0.04772834792
522	0.04765504708
523	0.04762338244
524	0.04757581191
525	0.04748396253
526	0.0474004964
527	0.04731391217
528	0.0472700468
529	0.0471689812
530	0.04714060201
531	0.04708512548
532	0.04701775476
533	0.04698009159
534	0.04689006558
535	0.04679053869
536	0.04673103539
537	0.04661965474
538	0.04648253383
539	0.04643216612
540	0.04638897163
541	0.04636334658
542	0.04631915336
543	0.04619668337
544	0.04614833244
545	0.04606824202
546	0.04601279633
547	0.04595009478
548	0.04587118811
549	0.04577601237
550	0.04571697221
551	0.04567192958
552	0.04562941816
553	0.04560011359
554	0.04555752774
555	0.04545513037
556	0.04539257936
557	0.04535854283
558	0.0453152209
559	0.04527120861
560	0.04520828322
561	0.04510938867
562	0.04502480625
563	0.04501477267
564	0.04495895765
565	0.04489874595
566	0.04485417575
567	0.04484580204
568	0.04478295559
569	0.04472563206
570	0.04469928731
571	0.04463683534
572	0.04458827461
573	0.04452020951
574	0.04444124834
575	0.0443859735
576	0.04429971996
577	0.04427985183
578	0.04422598775
579	0.04416104355
580	0.04411994943
581	0.04409149675
582	0.04400635108
583	0.04391358549
584	0.04383657033
585	0.04373997685
586	0.04371553573
587	0.04367298272
588	0.04361705915
589	0.04353151837
590	0.04348651538
591	0.04342381684
592	0.04340137821
593	0.04335885868
594	0.04329464114
595	0.04323954367
596	0.0432261598
597	0.04316650703
598	0.04312618754
599	0.04303023461
600	0.04297125671
601	0.04294828877
602	0.04288449739
603	0.04283488817
604	0.04276958554
605	0.0427192544
606	0.04265034719
607	0.04261277716
608	0.04256043911
609	0.04250722044
610	0.0424354497
611	0.04240792338
612	0.04237635746
613	0.04232510859
614	0.04227912987
615	0.04222110776
616	0.04215762696
617	0.04204489432
618	0.04198166205
619	0.04193073594
620	0.04189870851
621	0.04186297756
622	0.04181445128
623	0.04176906485
624	0.0417127577
625	0.0416746239
626	0.04160017401
627	0.04153291712
628	0.04146795787
629	0.04140248408
630	0.04138003674
631	0.04127645832
632	0.0412276837
633	0.04117735243
634	0.04112230947
635	0.04108968031
636	0.04103643541
637	0.04098578332
638	0.04092512955
639	0.04088703509
640	0.04082862821
641	0.04081815394
642	0.04076002613
643	0.04072976095
644	0.04062613025
645	0.04051864057
646	0.04045788528
647	0.04041894321
648	0.04035802777
649	0.04032685038
650	0.04026299284
651	0.04020610241
652	0.04017311497
653	0.0401022936
654	0.0400702501
655	0.04003913131
656	0.03999657195
657	0.03995096755
658	0.03986341216
659	0.03979971509
660	0.03976691916
661	0.0397370754
662	0.03971114916
663	0.03968308289
664	0.03962384831
665	0.0395809313
666	0.03952739322
667	0.03946918276
668	0.03942073375
669	0.03937052252
670	0.03932564322
671	0.03930541725
672	0.03927649534
673	0.03926298119
674	0.03921776925
675	0.03917555316
676	0.03914404909
677	0.03909119776
678	0.03902550932
679	0.03899828563
680	0.03897064017
681	0.03894201191
682	0.03892777252
683	0.03889742882
684	0.0388226795
685	0.03880655707
686	0.03877987308
687	0.03873873966
688	0.03868585832
689	0.03862636247
690	0.03857806404
691	0.03854038539
692	0.03847698489
693	0.03846394982
694	0.03840507919
695	0.03834622519
696	0.03831510954
697	0.0382573119
698	0.03822562018
699	0.03817744374
700	0.03811637611
701	0.03805650537
702	0.03800310632
703	0.03796019638
704	0.03793550236
705	0.03787122659
706	0.03783511188
707	0.03780206473
708	0.03774172061
709	0.03770321948
710	0.03764982748
711	0.03763626362
712	0.03760590061
713	0.0375781603
714	0.03756092056
715	0.03753474021
716	0.0374863676
717	0.03743686517
718	0.03739637661
719	0.03733246661
720	0.03727885706
721	0.03724407917
722	0.03721506208
723	0.03713968851
724	0.0371092498
725	0.03705116579
726	0.03700391266
727	0.03695194832
728	0.0369354285
729	0.03690191023
730	0.03689489302
731	0.03685794782
732	0.0367944167
733	0.03677052593
734	0.03673692497
735	0.03670304117
736	0.0366685501
737	0.03664257388
738	0.03662191693
739	0.03655288439
740	0.03651297116
741	0.03646360627
742	0.03641036804
743	0.03637513118
744	0.03632749437
745	0.03627972079
746	0.03624091117
747	0.0361790215
748	0.03613341398
749	0.03611368159
750	0.0360098491
751	0.03597004258
752	0.03594123694
753	0.03590769455
754	0.03587198766
755	0.03581153946
756	0.03579213787
757	0.03573611669
758	0.03571035101
759	0.03563719357
760	0.03562546027
761	0.03557294422
762	0.03551723131
763	0.03547145941
764	0.03544922534
765	0.03539489026
766	0.03537076055
767	0.03531405244
768	0.03525879676
769	0.03522231569
770	0.0352080325
771	0.03514014188
772	0.03511398752
773	0.03508091342
774	0.03504246437
775	0.03500577029
776	0.03496123286
777	0.03490434218
778	0.03488441577
779	0.03485669821
780	0.03481927305
781	0.03478813165
782	0.03474071294
783	0.03468870781
784	0.03467980293
785	0.03461245872
786	0.03457938352
787	0.03455877328
788	0.03448426692
789	0.03444878275
790	0.0344223795
791	0.0343312798
792	0.03430914841
793	0.03426180688
794	0.03425448175
795	0.03422871638
796	0.03417356356
797	0.03415936339
798	0.0341270296
799	0.03411225882
800	0.03407760589
801	0.03402530935
802	0.03396994873
803	0.03393863261
804	0.03392081364
805	0.0339032362
806	0.03388333606
807	0.03385186522
808	0.0338069546
809	0.03377410986
810	0.03371495476
811	0.03367570351
812	0.03365783506
813	0.03361570183
814	0.03358520178
815	0.03351961916
816	0.03346924254
817	0.03343951264
818	0.03336079926
819	0.03330574713
820	0.03326547579
821	0.03322988505
822	0.03317057955
823	0.03313975788
824	0.03309973048
825	0.03306675703
826	0.03302782054
827	0.0330104609
828	0.03295902223
829	0.03294392683
830	0.03291144472
831	0.03286993021
832	0.03283340604
833	0.03278787277
834	0.03278369651
835	0.03272631959
836	0.03270571885
837	0.03268232192
838	0.03261941553
839	0.03259752741
840	0.03255905134
841	0.03251524826
842	0.032500851
843	0.03246000941
844	0.0324488713
845	0.03241615787
846	0.0323933941
847	0.03236269348
848	0.03234190739
849	0.03230330107
850	0.03227256817
851	0.0322608344
852	0.03224236478
853	0.03222758815
854	0.03219749476
855	0.03216562074
856	0.03214097276
857	0.03212533008
858	0.03209071754
859	0.03206703264
860	0.03203314693
861	0.03198943865
862	0.03197182869
863	0.03194127304
864	0.0318814825
865	0.03183581944
866	0.03182179125
867	0.03179971789
868	0.03175305462
869	0.03172638781
870	0.03168329566
871	0.03164954577
872	0.03163336393
873	0.03160467925
874	0.03155350881
875	0.03152737778
876	0.03149533138
877	0.03147491607
878	0.03141935275
879	0.03137287451
880	0.03133134034
881	0.03126963754
882	0.0312530207
883	0.03121390181
884	0.03117643576
885	0.03113111913
886	0.03111633881
887	0.03106367166
888	0.03103885288
889	0.03100528703
890	0.03098142359
891	0.03094099366
892	0.03091191399
893	0.0308818417
894	0.03084028373
895	0.03080867704
896	0.0307811773
897	0.03074760099
898	0.03072536209
899	0.03068798877
900	0.03065684719
901	0.03063738534
902	0.03063735998
903	0.03059110217
904	0.03059110003
905	0.03056773928
906	0.03055698727
907	0.03053680561
908	0.03051710663
909	0.03050381986
910	0.03046901684
911	0.03042760912
912	0.03039277102
913	0.03037509273
914	0.03033590596
915	0.03032613481
916	0.03029501482
917	0.03026675391
918	0.03025920113
919	0.03021816019
920	0.03018824813
921	0.0301371819
922	0.03011858879
923	0.03009659016
924	0.03005231787
925	0.03003808774
926	0.02999595865
927	0.02996344572
928	0.02994061042
929	0.02991237644
930	0.02984394541
931	0.02980595145
932	0.02979071046
933	0.02976468046
934	0.02972096747
935	0.02969333806
936	0.02966802127
937	0.02965499079
938	0.02963950201
939	0.02960431193
940	0.02956996814
941	0.02954710578
942	0.02952884851
943	0.02948075785
944	0.02944298326
945	0.02942426005
946	0.02935255684
947	0.02931996853
948	0.02929255958
949	0.02926767669
950	0.02923555974
951	0.02921395241
952	0.02917812124
953	0.0291389071
954	0.02909664426
955	0.02907754065
956	0.02905612791
957	0.02903654398
958	0.02898588146
959	0.02896044626
960	0.02893000644
961	0.02891642711
962	0.02888594778
963	0.02887536514
964	0.02883505256
965	0.02882380438
966	0.02879507349
967	0.02875288909
968	0.02873325505
969	0.02868542331
970	0.02866103442
971	0.02862766304
972	0.02862131356
973	0.0285772959
974	0.02855361395
975	0.02849709903
976	0.02845322468
977	0.02843830942
978	0.02842821708
979	0.02839447335
980	0.02837133921
981	0.0283456692
982	0.02829685662
983	0.02828459824
984	0.02827528397
985	0.02824948642
986	0.0282301947
987	0.02818294119
988	0.0281742243
989	0.0281542141
990	0.02811482879
991	0.02809648671
992	0.02807356604
993	0.02804081211
994	0.02800368585
995	0.02797089674
996	0.02793660282
997	0.02790984848
998	0.02789358116
999	0.02786486478
